,Timestamp,Pressure (psi),Temperature (°C),Oil Flow (L/min),Vibration (mm/s),Power Status,Oil Level (%),Tool RPM (rpm),Machine Status,Current (A)
2967,23-09-2023 07:45,136,41,11.9,0.6,On,75,1190,Running,10.5
2968,23-09-2023 08:00,134,39,11.7,0.6,On,73,1182,Running,10.3
2969,23-09-2023 08:15,139,40,12,0.7,On,76,1194,Running,10.6
2970,23-09-2023 08:30,132,38,11.6,0.6,On,72,1180,Running,10.3
2971,23-09-2023 08:45,136,41,11.9,0.6,On,75,1190,Running,10.5
2972,23-09-2023 09:00,134,39,11.7,0.6,On,73,1182,Running,10.3
2973,23-09-2023 09:15,139,40,12,0.7,On,76,1194,Running,10.6
2974,23-09-2023 09:30,132,38,11.6,0.6,On,72,1180,Running,10.3
2975,23-09-2023 09:45,136,41,11.9,0.6,On,75,1190,Running,10.5
2976,23-09-2023 10:00,134,39,11.7,0.6,On,73,1182,Running,10.3
2977,23-09-2023 10:15,139,40,12,0.7,On,76,1194,Running,10.6
2978,23-09-2023 10:30,132,38,11.6,0.6,On,72,1180,Running,10.3
2979,23-09-2023 10:45,136,41,11.9,0.6,On,75,1190,Running,10.5
2980,23-09-2023 11:00,134,39,11.7,0.6,On,73,1182,Running,10.3
2981,23-09-2023 11:15,139,40,12,0.7,On,76,1194,Running,10.6
2982,23-09-2023 11:30,132,38,11.6,0.6,On,72,1180,Running,10.3
2983,23-09-2023 11:45,136,41,11.9,0.6,On,75,1190,Running,10.5
2984,23-09-2023 12:00,134,39,11.7,0.6,On,73,1182,Running,10.3
2985,23-09-2023 12:15,139,40,12,0.7,On,76,1194,Running,10.6
2986,23-09-2023 12:30,132,38,11.6,0.6,On,72,1180,Running,10.3
2987,23-09-2023 12:45,136,41,11.9,0.6,On,75,1190,Running,10.5
2988,23-09-2023 13:00,134,39,11.7,0.6,On,73,1182,Running,10.3
2989,23-09-2023 13:15,139,40,12,0.7,On,76,1194,Running,10.6
2990,23-09-2023 13:30,132,38,11.6,0.6,On,72,1180,Running,10.3
2991,23-09-2023 13:45,136,41,11.9,0.6,On,75,1190,Running,10.5
2992,23-09-2023 14:00,134,39,11.7,0.6,On,73,1182,Running,10.3
2993,23-09-2023 14:15,139,40,12,0.7,On,76,1194,Running,10.6
2994,23-09-2023 14:30,132,38,11.6,0.6,On,72,1180,Running,10.3
2995,23-09-2023 14:45,136,41,11.9,0.6,On,75,1190,Running,10.5
2996,23-09-2023 15:00,134,39,11.7,0.6,On,73,1182,Running,10.3
2997,23-09-2023 15:15,139,40,12,0.7,On,76,1194,Running,10.6
2998,23-09-2023 15:30,132,38,11.6,0.6,On,72,1180,Running,10.3
2999,23-09-2023 15:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3000,23-09-2023 16:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3001,23-09-2023 16:15,139,40,12,0.7,On,76,1194,Running,10.6
3002,23-09-2023 16:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3003,23-09-2023 16:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3004,23-09-2023 17:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3005,23-09-2023 17:15,139,40,12,0.7,On,76,1194,Running,10.6
3006,23-09-2023 17:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3007,23-09-2023 17:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3008,23-09-2023 18:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3009,23-09-2023 18:15,139,40,12,0.7,On,76,1194,Running,10.6
3010,23-09-2023 18:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3011,23-09-2023 18:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3012,23-09-2023 19:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3013,23-09-2023 19:15,139,40,12,0.7,On,76,1194,Running,10.6
3014,23-09-2023 19:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3015,23-09-2023 19:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3016,23-09-2023 20:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3017,23-09-2023 20:15,139,40,12,0.7,On,76,1194,Running,10.6
3018,23-09-2023 20:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3019,23-09-2023 20:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3020,23-09-2023 21:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3021,23-09-2023 21:15,139,40,12,0.7,On,76,1194,Running,10.6
3022,23-09-2023 21:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3023,23-09-2023 21:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3024,23-09-2023 22:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3025,23-09-2023 22:15,139,40,12,0.7,On,76,1194,Running,10.6
3026,23-09-2023 22:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3027,23-09-2023 22:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3028,23-09-2023 23:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3029,23-09-2023 23:15,139,40,12,0.7,On,76,1194,Running,10.6
3030,23-09-2023 23:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3031,23-09-2023 23:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3032,24-09-2023 00:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3033,24-09-2023 00:15,139,40,12,0.7,On,76,1194,Running,10.6
3034,24-09-2023 00:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3035,24-09-2023 00:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3036,24-09-2023 01:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3037,24-09-2023 01:15,139,40,12,0.7,On,76,1194,Running,10.6
3038,24-09-2023 01:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3039,24-09-2023 01:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3040,24-09-2023 02:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3041,24-09-2023 02:15,139,40,12,0.7,On,76,1194,Running,10.6
3042,24-09-2023 02:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3043,24-09-2023 02:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3044,24-09-2023 03:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3045,24-09-2023 03:15,139,40,12,0.7,On,76,1194,Running,10.6
3046,24-09-2023 03:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3047,24-09-2023 03:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3048,24-09-2023 04:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3049,24-09-2023 04:15,139,40,12,0.7,On,76,1194,Running,10.6
3050,24-09-2023 04:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3051,24-09-2023 04:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3052,24-09-2023 05:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3053,24-09-2023 05:15,139,40,12,0.7,On,76,1194,Running,10.6
3054,24-09-2023 05:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3055,24-09-2023 05:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3056,24-09-2023 06:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3057,24-09-2023 06:15,139,40,12,0.7,On,76,1194,Running,10.6
3058,24-09-2023 06:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3059,24-09-2023 06:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3060,24-09-2023 07:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3061,24-09-2023 07:15,139,40,12,0.7,On,76,1194,Running,10.6
3062,24-09-2023 07:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3063,24-09-2023 07:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3064,24-09-2023 08:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3065,24-09-2023 08:15,139,40,12,0.7,On,76,1194,Running,10.6
3066,24-09-2023 08:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3067,24-09-2023 08:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3068,24-09-2023 09:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3069,24-09-2023 09:15,139,40,12,0.7,On,76,1194,Running,10.6
3070,24-09-2023 09:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3071,24-09-2023 09:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3072,24-09-2023 10:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3073,24-09-2023 10:15,139,40,12,0.7,On,76,1194,Running,10.6
3074,24-09-2023 10:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3075,24-09-2023 10:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3076,24-09-2023 11:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3077,24-09-2023 11:15,139,40,12,0.7,On,76,1194,Running,10.6
3078,24-09-2023 11:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3079,24-09-2023 11:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3080,24-09-2023 12:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3081,24-09-2023 12:15,139,40,12,0.7,On,76,1194,Running,10.6
3082,24-09-2023 12:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3083,24-09-2023 12:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3084,24-09-2023 13:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3085,24-09-2023 13:15,139,40,12,0.7,On,76,1194,Running,10.6
3086,24-09-2023 13:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3087,24-09-2023 13:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3088,24-09-2023 14:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3089,24-09-2023 14:15,139,40,12,0.7,On,76,1194,Running,10.6
3090,24-09-2023 14:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3091,24-09-2023 14:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3092,24-09-2023 15:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3093,24-09-2023 15:15,139,40,12,0.7,On,76,1194,Running,10.6
3094,24-09-2023 15:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3095,24-09-2023 15:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3096,24-09-2023 16:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3097,24-09-2023 16:15,139,40,12,0.7,On,76,1194,Running,10.6
3098,24-09-2023 16:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3099,24-09-2023 16:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3100,24-09-2023 17:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3101,24-09-2023 17:15,139,40,12,0.7,On,76,1194,Running,10.6
3102,24-09-2023 17:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3103,24-09-2023 17:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3104,24-09-2023 18:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3105,24-09-2023 18:15,139,40,12,0.7,On,76,1194,Running,10.6
3106,24-09-2023 18:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3107,24-09-2023 18:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3108,24-09-2023 19:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3109,24-09-2023 19:15,139,40,12,0.7,On,76,1194,Running,10.6
3110,24-09-2023 19:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3111,24-09-2023 19:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3112,24-09-2023 20:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3113,24-09-2023 20:15,139,40,12,0.7,On,76,1194,Running,10.6
3114,24-09-2023 20:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3115,24-09-2023 20:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3116,24-09-2023 21:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3117,24-09-2023 21:15,139,40,12,0.7,On,76,1194,Running,10.6
3118,24-09-2023 21:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3119,24-09-2023 21:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3120,24-09-2023 22:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3121,24-09-2023 22:15,139,40,12,0.7,On,76,1194,Running,10.6
3122,24-09-2023 22:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3123,24-09-2023 22:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3124,24-09-2023 23:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3125,24-09-2023 23:15,139,40,12,0.7,On,76,1194,Running,10.6
3126,24-09-2023 23:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3127,24-09-2023 23:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3128,25-09-2023 00:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3129,25-09-2023 00:15,139,40,12,0.7,On,76,1194,Running,10.6
3130,25-09-2023 00:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3131,25-09-2023 00:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3132,25-09-2023 01:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3133,25-09-2023 01:15,139,40,12,0.7,On,76,1194,Running,10.6
3134,25-09-2023 01:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3135,25-09-2023 01:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3136,25-09-2023 02:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3137,25-09-2023 02:15,139,40,12,0.7,On,76,1194,Running,10.6
3138,25-09-2023 02:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3139,25-09-2023 02:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3140,25-09-2023 03:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3141,25-09-2023 03:15,139,40,12,0.7,On,76,1194,Running,10.6
3142,25-09-2023 03:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3143,25-09-2023 03:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3144,25-09-2023 04:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3145,25-09-2023 04:15,139,40,12,0.7,On,76,1194,Running,10.6
3146,25-09-2023 04:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3147,25-09-2023 04:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3148,25-09-2023 05:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3149,25-09-2023 05:15,139,40,12,0.7,On,76,1194,Running,10.6
3150,25-09-2023 05:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3151,25-09-2023 05:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3152,25-09-2023 06:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3153,25-09-2023 06:15,139,40,12,0.7,On,76,1194,Running,10.6
3154,25-09-2023 06:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3155,25-09-2023 06:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3156,25-09-2023 07:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3157,25-09-2023 07:15,139,40,12,0.7,On,76,1194,Running,10.6
3158,25-09-2023 07:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3159,25-09-2023 07:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3160,25-09-2023 08:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3161,25-09-2023 08:15,139,40,12,0.7,On,76,1194,Running,10.6
3162,25-09-2023 08:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3163,25-09-2023 08:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3164,25-09-2023 09:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3165,25-09-2023 09:15,139,40,12,0.7,On,76,1194,Running,10.6
3166,25-09-2023 09:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3167,25-09-2023 09:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3168,25-09-2023 10:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3169,25-09-2023 10:15,139,40,12,0.7,On,76,1194,Running,10.6
3170,25-09-2023 10:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3171,25-09-2023 10:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3172,25-09-2023 11:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3173,25-09-2023 11:15,139,40,12,0.7,On,76,1194,Running,10.6
3174,25-09-2023 11:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3175,25-09-2023 11:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3176,25-09-2023 12:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3177,25-09-2023 12:15,139,40,12,0.7,On,76,1194,Running,10.6
3178,25-09-2023 12:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3179,25-09-2023 12:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3180,25-09-2023 13:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3181,25-09-2023 13:15,139,40,12,0.7,On,76,1194,Running,10.6
3182,25-09-2023 13:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3183,25-09-2023 13:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3184,25-09-2023 14:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3185,25-09-2023 14:15,139,40,12,0.7,On,76,1194,Running,10.6
3186,25-09-2023 14:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3187,25-09-2023 14:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3188,25-09-2023 15:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3189,25-09-2023 15:15,139,40,12,0.7,On,76,1194,Running,10.6
3190,25-09-2023 15:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3191,25-09-2023 15:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3192,25-09-2023 16:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3193,25-09-2023 16:15,139,40,12,0.7,On,76,1194,Running,10.6
3194,25-09-2023 16:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3195,25-09-2023 16:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3196,25-09-2023 17:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3197,25-09-2023 17:15,139,40,12,0.7,On,76,1194,Running,10.6
3198,25-09-2023 17:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3199,25-09-2023 17:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3200,25-09-2023 18:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3201,25-09-2023 18:15,139,40,12,0.7,On,76,1194,Running,10.6
3202,25-09-2023 18:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3203,25-09-2023 18:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3204,25-09-2023 19:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3205,25-09-2023 19:15,139,40,12,0.7,On,76,1194,Running,10.6
3206,25-09-2023 19:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3207,25-09-2023 19:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3208,25-09-2023 20:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3209,25-09-2023 20:15,139,40,12,0.7,On,76,1194,Running,10.6
3210,25-09-2023 20:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3211,25-09-2023 20:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3212,25-09-2023 21:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3213,25-09-2023 21:15,139,40,12,0.7,On,76,1194,Running,10.6
3214,25-09-2023 21:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3215,25-09-2023 21:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3216,25-09-2023 22:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3217,25-09-2023 22:15,139,40,12,0.7,On,76,1194,Running,10.6
3218,25-09-2023 22:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3219,25-09-2023 22:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3220,25-09-2023 23:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3221,25-09-2023 23:15,139,40,12,0.7,On,76,1194,Running,10.6
3222,25-09-2023 23:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3223,25-09-2023 23:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3224,26-09-2023 00:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3225,26-09-2023 00:15,139,40,12,0.7,On,76,1194,Running,10.6
3226,26-09-2023 00:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3227,26-09-2023 00:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3228,26-09-2023 01:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3229,26-09-2023 01:15,139,40,12,0.7,On,76,1194,Running,10.6
3230,26-09-2023 01:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3231,26-09-2023 01:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3232,26-09-2023 02:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3233,26-09-2023 02:15,139,40,12,0.7,On,76,1194,Running,10.6
3234,26-09-2023 02:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3235,26-09-2023 02:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3236,26-09-2023 03:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3237,26-09-2023 03:15,139,40,12,0.7,On,76,1194,Running,10.6
3238,26-09-2023 03:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3239,26-09-2023 03:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3240,26-09-2023 04:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3241,26-09-2023 04:15,139,40,12,0.7,On,76,1194,Running,10.6
3242,26-09-2023 04:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3243,26-09-2023 04:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3244,26-09-2023 05:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3245,26-09-2023 05:15,139,40,12,0.7,On,76,1194,Running,10.6
3246,26-09-2023 05:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3247,26-09-2023 05:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3248,26-09-2023 06:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3249,26-09-2023 06:15,139,40,12,0.7,On,76,1194,Running,10.6
3250,26-09-2023 06:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3251,26-09-2023 06:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3252,26-09-2023 07:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3253,26-09-2023 07:15,139,40,12,0.7,On,76,1194,Running,10.6
3254,26-09-2023 07:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3255,26-09-2023 07:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3256,26-09-2023 08:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3257,26-09-2023 08:15,139,40,12,0.7,On,76,1194,Running,10.6
3258,26-09-2023 08:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3259,26-09-2023 08:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3260,26-09-2023 09:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3261,26-09-2023 09:15,139,40,12,0.7,On,76,1194,Running,10.6
3262,26-09-2023 09:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3263,26-09-2023 09:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3264,26-09-2023 10:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3265,26-09-2023 10:15,139,40,12,0.7,On,76,1194,Running,10.6
3266,26-09-2023 10:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3267,26-09-2023 10:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3268,26-09-2023 11:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3269,26-09-2023 11:15,139,40,12,0.7,On,76,1194,Running,10.6
3270,26-09-2023 11:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3271,26-09-2023 11:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3272,26-09-2023 12:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3273,26-09-2023 12:15,139,40,12,0.7,On,76,1194,Running,10.6
3274,26-09-2023 12:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3275,26-09-2023 12:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3276,26-09-2023 13:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3277,26-09-2023 13:15,139,40,12,0.7,On,76,1194,Running,10.6
3278,26-09-2023 13:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3279,26-09-2023 13:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3280,26-09-2023 14:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3281,26-09-2023 14:15,139,40,12,0.7,On,76,1194,Running,10.6
3282,26-09-2023 14:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3283,26-09-2023 14:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3284,26-09-2023 15:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3285,26-09-2023 15:15,139,40,12,0.7,On,76,1194,Running,10.6
3286,26-09-2023 15:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3287,26-09-2023 15:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3288,26-09-2023 16:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3289,26-09-2023 16:15,139,40,12,0.7,On,76,1194,Running,10.6
3290,26-09-2023 16:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3291,26-09-2023 16:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3292,26-09-2023 17:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3293,26-09-2023 17:15,139,40,12,0.7,On,76,1194,Running,10.6
3294,26-09-2023 17:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3295,26-09-2023 17:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3296,26-09-2023 18:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3297,26-09-2023 18:15,139,40,12,0.7,On,76,1194,Running,10.6
3298,26-09-2023 18:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3299,26-09-2023 18:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3300,26-09-2023 19:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3301,26-09-2023 19:15,139,40,12,0.7,On,76,1194,Running,10.6
3302,26-09-2023 19:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3303,26-09-2023 19:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3304,26-09-2023 20:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3305,26-09-2023 20:15,139,40,12,0.7,On,76,1194,Running,10.6
3306,26-09-2023 20:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3307,26-09-2023 20:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3308,26-09-2023 21:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3309,26-09-2023 21:15,139,40,12,0.7,On,76,1194,Running,10.6
3310,26-09-2023 21:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3311,26-09-2023 21:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3312,26-09-2023 22:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3313,26-09-2023 22:15,139,40,12,0.7,On,76,1194,Running,10.6
3314,26-09-2023 22:30,132,38,11.6,0.6,On,72,1180,Running,10.3
3315,26-09-2023 22:45,136,41,11.9,0.6,On,75,1190,Running,10.5
3316,26-09-2023 23:00,134,39,11.7,0.6,On,73,1182,Running,10.3
3317,26-09-2023 23:15,139,40,12,0.7,On,76,1194,Running,10.6
3318,26-09-2023 23:30,132,38,11.6,0.6,On,72,1180,Running,10.3
